,file,urls,proc_pid,udp,tcp,hosts,requests,domains,pid,process_name,ppid,file_created,dll_loaded,regkey_opened,command_line,regkey_read,regkey_written
6,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1359739, 'time': 44.75084590911865, 'dport': 1900, 'sport': 60142}","{'src': '192.168.56.40', 'dst': '172.217.3.142', 'offset': 48751, 'time': 133.61599898338318, 'dport': 80, 'sport': 49711}",186.42.100.142,go.microsoft.com,"{'ip': '52.191.219.104', 'domain': 'settings-win.data.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsv4072.tmp\System.dll,ext-ms-win-rtcore-ntuser-window-ext-l1-1-0.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0762D272-C50A-4BB0-A382-697DCD729B80}\Description,N/A
7,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1361617, 'time': 53.99414801597595, 'dport': 3702, 'sport': 63538}","{'src': '192.168.56.40', 'dst': '186.42.100.142', 'offset': 50188, 'time': 133.9560489654541, 'dport': 80, 'sport': 49712}",192.16.58.8,clients2.google.com,"{'ip': '172.217.8.78', 'domain': 'clients2.google.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsf4052.tmp,RichEd20,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{905e63b6-c1bf-494e-b29c-65b732d3d21a}\Stream,N/A
8,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1371165, 'time': 66.2430579662323, 'dport': 3702, 'sport': 63795}","{'src': '192.168.56.40', 'dst': '192.16.58.8', 'offset': 1194820, 'time': 54.90032386779785, 'dport': 80, 'sport': 49677}",20.44.85.237,DESKTOP-QNLTN06.local,"{'ip': '40.90.23.247', 'domain': 'login.live.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsv4072.tmp\modern-wizard.bmp,kernel32.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{a0c69a99-21c8-4671-8703-7934162fcf1d}\ParsingName,N/A
9,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1390261, 'time': 51.674983978271484, 'dport': 1900, 'sport': 64344}","{'src': '192.168.56.40', 'dst': '192.16.58.8', 'offset': 1196718, 'time': 95.2179958820343, 'dport': 80, 'sport': 49686}",40.90.23.153,displaycatalog.mp.microsoft.com,"{'ip': '40.64.100.89', 'domain': 'displaycatalog.mp.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsv4072.tmp\FindProcDLL.dll,C:\Windows\system32\ole32.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B88F4DAA-E7BD-49a9-B74D-02885A5DC765}\InfoTip,N/A
10,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1649652, 'time': 94.51491189002991, 'dport': 53, 'sport': 50453}","{'src': '192.168.56.40', 'dst': '20.44.85.237', 'offset': 1204756, 'time': 92.51651000976562, 'dport': 443, 'sport': 49682}",40.90.23.154,www.msftconnecttest.com,"{'ip': '192.16.48.200', 'domain': 'ctldl.windowsupdate.com'}",N/A,N/A,N/A,N/A,rpcrt4.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Name,N/A
11,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1649939, 'time': 133.3448748588562, 'dport': 53, 'sport': 50753}","{'src': '192.168.56.40', 'dst': '20.44.85.237', 'offset': 1213461, 'time': 117.52255201339722, 'dport': 443, 'sport': 49694}",52.167.249.196,redirector.gvt1.com,"{'ip': '192.16.58.8', 'domain': 'ocsp.digicert.com'}",N/A,N/A,N/A,N/A,comctl32,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{2112AB0A-C86A-4ffe-A368-0DE96E47012E}\PublishExpandedPath,N/A
12,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1650145, 'time': 114.32347393035889, 'dport': 53, 'sport': 52056}","{'src': '192.168.56.40', 'dst': '20.44.85.237', 'offset': 1277094, 'time': 119.84640693664551, 'dport': 443, 'sport': 49696}",52.179.224.121,update.googleapis.com,"{'ip': '13.107.4.52', 'domain': 'www.msftconnecttest.com'}",N/A,N/A,N/A,N/A,PSAPI.DLL,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{56784854-C6CB-462B-8169-88E350ACB882}\StreamResourceType,N/A
13,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1650703, 'time': 122.7329649925232, 'dport': 53, 'sport': 54184}","{'src': '192.168.56.40', 'dst': '40.90.23.153', 'offset': 1396087, 'time': 48.45317602157593, 'dport': 443, 'sport': 49675}",52.191.219.104,settings-win.data.microsoft.com,"{'ip': '186.42.100.142', 'domain': 'r3---sn-jou-0pvz.gvt1.com'}",N/A,N/A,N/A,N/A,C:\Users\ADMINI~1\AppData\Local\Temp\nsv4072.tmp\InstallOptions.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B2C5E279-7ADD-439F-B28C-C41FE1BBF672}\Icon,N/A
14,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1651045, 'time': 130.25638580322266, 'dport': 53, 'sport': 55164}","{'src': '192.168.56.40', 'dst': '40.90.23.154', 'offset': 1479169, 'time': 112.57405495643616, 'dport': 443, 'sport': 49693}",8.252.69.254,login.live.com,N/A,N/A,N/A,N/A,N/A,C:\Users\ADMINI~1\AppData\Local\Temp\nsv4072.tmp\FindProcDLL.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{2A00375E-224C-49DE-B8D1-440DF7EF3DDC}\FolderTypeID,N/A
15,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1651255, 'time': 94.52743196487427, 'dport': 53, 'sport': 55536}","{'src': '192.168.56.40', 'dst': '52.167.249.196', 'offset': 1503946, 'time': 94.95466089248657, 'dport': 443, 'sport': 49683}",8.8.8.8,N/A,N/A,N/A,N/A,N/A,N/A,comctl32.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\Category,N/A
16,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1651577, 'time': 106.57147884368896, 'dport': 53, 'sport': 58050}","{'src': '192.168.56.40', 'dst': '52.167.249.196', 'offset': 1513757, 'time': 95.19825887680054, 'dport': 443, 'sport': 49685}",96.7.198.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders\Favorites,N/A
17,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1651854, 'time': 119.85428190231323, 'dport': 53, 'sport': 58773}","{'src': '192.168.56.40', 'dst': '52.179.224.121', 'offset': 1520722, 'time': 67.12507700920105, 'dport': 443, 'sport': 49679}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{190337d1-b8ca-4121-a639-6d472d16972a}\InfoTip,N/A
18,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1652156, 'time': 66.37400102615356, 'dport': 53, 'sport': 59059}","{'src': '192.168.56.40', 'dst': '52.179.224.121', 'offset': 1532716, 'time': 120.28186082839966, 'dport': 443, 'sport': 49698}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{9e3995ab-1f9c-4f13-b827-48b24b6c7174}\InitFolderHandler,N/A
19,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1652458, 'time': 134.11946988105774, 'dport': 53, 'sport': 61720}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1541112, 'time': 107.387934923172, 'dport': 443, 'sport': 49689}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0139D44E-6AFE-49F2-8690-3DAFCAE6FFB8}\PreCreate,N/A
20,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1652688, 'time': 112.15524697303772, 'dport': 53, 'sport': 61778}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1547854, 'time': 111.09256792068481, 'dport': 443, 'sport': 49691}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{7BE16610-1F7F-44AC-BFF0-83E15F2FFCA1}\LocalRedirectOnly,N/A
21,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1653121, 'time': 91.53484892845154, 'dport': 53, 'sport': 61831}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1563291, 'time': 119.22147488594055, 'dport': 443, 'sport': 49695}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0F214138-B1D3-4a90-BBA9-27CBC0C5389A}\Roamable,N/A
22,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1653470, 'time': 50.381781816482544, 'dport': 53, 'sport': 63537}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1569971, 'time': 121.52957892417908, 'dport': 443, 'sport': 49700}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{A77F5D77-2E2B-44C3-A6A2-ABA601054A51}\LocalizedName,N/A
23,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1653897, 'time': 54.11220693588257, 'dport': 53, 'sport': 63794}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1634095, 'time': 122.5648980140686, 'dport': 443, 'sport': 49702}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{2B0F765D-C0E9-4171-908E-08A611B84FF6}\Name,N/A
24,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1654131, 'time': 42.26307797431946, 'dport': 53, 'sport': 64066}","{'src': '192.168.56.40', 'dst': '52.191.219.104', 'offset': 1640504, 'time': 122.83475494384766, 'dport': 443, 'sport': 49704}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{43668BF8-C14E-49B2-97C9-747784D784B7}\RelativePath,N/A
25,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1654427, 'time': 47.91721796989441, 'dport': 53, 'sport': 64341}","{'src': '192.168.56.40', 'dst': '8.252.69.254', 'offset': 1647003, 'time': 52.13413691520691, 'dport': 80, 'sport': 49676}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{8AD10C31-2ADB-4296-A8F7-E4701232C972}\Security,N/A
26,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 1654860, 'time': 133.82058882713318, 'dport': 53, 'sport': 65356}","{'src': '192.168.56.40', 'dst': '8.252.69.254', 'offset': 1648393, 'time': 120.02090191841125, 'dport': 80, 'sport': 49697}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{A990AE9F-A03B-4e80-94BC-9912D7504104}\Security,N/A
0,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '192.168.56.255', 'offset': 1207773, 'time': 3.4408621788024902, 'dport': 137, 'sport': 137}","{'src': '192.168.56.40', 'dst': '13.107.246.10', 'offset': 1186, 'time': 24.47388505935669, 'dport': 443, 'sport': 49700}",13.107.246.10,pti.store.microsoft.com,"{'ip': '', 'domain': 'DESKTOP-QNLTN06.local'}",572.0,lsass.exe,444.0,C:\Users\Administrador\AppData\Local\Temp\nst5D27.tmp\modern-wizard.bmp,ext-ms-win-rtcore-ntuser-integration-l1-1-0.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B94237E7-57AC-4347-9151-B08C6C32D1F7}\DefinitionFlags,N/A
1,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '192.168.56.255', 'offset': 1213389, 'time': 7.510893106460571, 'dport': 138, 'sport': 138}","{'src': '192.168.56.40', 'dst': '13.107.4.52', 'offset': 12313, 'time': 3.9108381271362305, 'dport': 80, 'sport': 49675}",13.107.4.52,download.windowsupdate.com,"{'ip': '200.41.11.126', 'domain': 'ctldl.windowsupdate.com'}",1108.0,7-ZipPortable_9.20_Rev_2.paf.exe,3332.0,C:\Users\Administrador\AppData\Local\Temp\nst5D27.tmp\System.dll,SHFOLDER,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{E555AB60-153B-4D17-9F04-A5FE99FC15EC}\Name,N/A
2,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '224.0.0.251', 'offset': 1678664, 'time': 2.531264066696167, 'dport': 5353, 'sport': 5353}","{'src': '192.168.56.40', 'dst': '142.250.64.142', 'offset': 13660, 'time': 28.331687211990356, 'dport': 443, 'sport': 49709}",142.250.64.142,sls.update.microsoft.com,"{'ip': '52.142.21.139', 'domain': 'fe2.update.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nst5D27.tmp\LangDLL.dll,api-ms-win-core-com-l1-1-0.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{A4115719-D62E-491D-AA7C-E74B8BE3B067}\Stream,N/A
3,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '224.0.0.252', 'offset': 1679592, 'time': 3.6068851947784424, 'dport': 5355, 'sport': 53955}","{'src': '192.168.56.40', 'dst': '172.217.3.142', 'offset': 20944, 'time': 35.011903047561646, 'dport': 80, 'sport': 49713}",172.217.3.142,client.wns.windows.com,"{'ip': '172.217.2.195', 'domain': 'update.googleapis.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nst5D27.tmp\modern-header.bmp,C:\Windows\System32\MSCTF.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0ddd015d-b06c-45d5-8c4c-f59713854639}\InfoTip,N/A
4,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '224.0.0.252', 'offset': 1679774, 'time': 2.539314031600952, 'dport': 5355, 'sport': 64066}","{'src': '192.168.56.40', 'dst': '172.217.8.67', 'offset': 22509, 'time': 29.284433126449585, 'dport': 443, 'sport': 49712}",172.217.8.67,displaycatalog.mp.microsoft.com,"{'ip': '13.74.179.117', 'domain': 'sls.update.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nst5D27.tmp\InstallOptions.dll,ext-ms-win-rtcore-ntuser-window-ext-l1-1-0.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{54EED2E0-E7CA-4fdb-9148-0F4247291CFA}\PreCreate,N/A
5,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1680138, 'time': 2.4547030925750732, 'dport': 3702, 'sport': 50688}","{'src': '192.168.56.40', 'dst': '186.42.100.142', 'offset': 32550, 'time': 36.48271608352661, 'dport': 80, 'sport': 49716}",186.42.100.142,go.microsoft.com,"{'ip': '186.42.100.142', 'domain': 'r3---sn-jou-0pvz.gvt1.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nst5D27.tmp\FindProcDLL.dll,RichEd20,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{724EF170-A42D-4FEF-9F26-B60E846FBA4F}\FolderTypeID,N/A
6,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1698282, 'time': 5.425095081329346, 'dport': 1900, 'sport': 53958}","{'src': '192.168.56.40', 'dst': '186.47.206.153', 'offset': 1192814, 'time': 15.862046003341675, 'dport': 80, 'sport': 49683}",186.47.206.153,ctldl.windowsupdate.com,"{'ip': '13.107.246.10', 'domain': 'pti.store.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsd5CC7.tmp,C:\Users\ADMINI~1\AppData\Local\Temp\nst5D27.tmp\System.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0762D272-C50A-4BB0-A382-697DCD729B80}\Description,N/A
7,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1704018, 'time': 5.453670024871826, 'dport': 3702, 'sport': 53960}","{'src': '192.168.56.40', 'dst': '186.47.206.153', 'offset': 1194136, 'time': 15.862189054489136, 'dport': 80, 'sport': 49684}",186.47.206.169,r3---sn-jou-0pvz.gvt1.com,"{'ip': '96.7.198.96', 'domain': 'go.microsoft.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nst5D27.tmp\ioSpecial.ini,kernel32.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{905e63b6-c1bf-494e-b29c-65b732d3d21a}\Stream,N/A
8,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1713566, 'time': 3.9058310985565186, 'dport': 1900, 'sport': 64069}","{'src': '192.168.56.40', 'dst': '186.47.206.153', 'offset': 1195458, 'time': 15.86231517791748, 'dport': 80, 'sport': 49685}",192.16.58.8,settings-win.data.microsoft.com,"{'ip': '142.250.64.174', 'domain': 'redirector.gvt1.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nst5D27.tmp,C:\Windows\system32\ole32.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{a0c69a99-21c8-4671-8703-7934162fcf1d}\ParsingName,N/A
9,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '239.255.255.250', 'offset': 1713956, 'time': 13.377241134643555, 'dport': 3702, 'sport': 64342}","{'src': '192.168.56.40', 'dst': '186.47.206.169', 'offset': 1201836, 'time': 79.04033517837524, 'dport': 80, 'sport': 49723}",20.188.78.187,clients2.google.com,"{'ip': '192.16.58.8', 'domain': 'ocsp.digicert.com'}",N/A,N/A,N/A,C:\Users\Administrador\AppData\Local\Temp\nsn5D06.tmp,rpcrt4.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B88F4DAA-E7BD-49a9-B74D-02885A5DC765}\InfoTip,N/A
10,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2147143, 'time': 101.76771807670593, 'dport': 53, 'sport': 50226}","{'src': '192.168.56.40', 'dst': '192.16.58.8', 'offset': 1204205, 'time': 17.134268045425415, 'dport': 80, 'sport': 49686}",20.44.85.237,DESKTOP-QNLTN06.local,"{'ip': '13.107.4.52', 'domain': 'www.msftconnecttest.com'}",N/A,N/A,N/A,N/A,C:\Users\ADMINI~1\AppData\Local\Temp\nst5D27.tmp\LangDLL.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Name,N/A
11,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2147933, 'time': 21.213661193847656, 'dport': 53, 'sport': 50453}","{'src': '192.168.56.40', 'dst': '192.16.58.8', 'offset': 1206103, 'time': 18.76129913330078, 'dport': 80, 'sport': 49689}",200.41.11.126,fe3.delivery.mp.microsoft.com,"{'ip': '191.232.139.2', 'domain': 'fe3.delivery.mp.microsoft.com'}",N/A,N/A,N/A,N/A,comctl32,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{2112AB0A-C86A-4ffe-A368-0DE96E47012E}\PublishExpandedPath,N/A
12,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2148235, 'time': 40.42897820472717, 'dport': 53, 'sport': 50753}","{'src': '192.168.56.40', 'dst': '20.188.78.187', 'offset': 1214141, 'time': 40.8031439781189, 'dport': 443, 'sport': 49718}",205.185.216.10,www.msftconnecttest.com,"{'ip': '172.217.2.142', 'domain': 'clients2.google.com'}",N/A,N/A,N/A,N/A,PSAPI.DLL,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{56784854-C6CB-462B-8169-88E350ACB882}\StreamResourceType,N/A
13,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2148531, 'time': 28.915090084075928, 'dport': 53, 'sport': 52056}","{'src': '192.168.56.40', 'dst': '20.44.85.237', 'offset': 1501238, 'time': 18.478055000305176, 'dport': 443, 'sport': 49688}",40.125.122.176,redirector.gvt1.com,"{'ip': '40.64.101.146', 'domain': 'displaycatalog.mp.microsoft.com'}",N/A,N/A,N/A,N/A,C:\Users\ADMINI~1\AppData\Local\Temp\nst5D27.tmp\FindProcDLL.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B2C5E279-7ADD-439F-B28C-C41FE1BBF672}\Icon,N/A
14,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2148741, 'time': 34.51103711128235, 'dport': 53, 'sport': 54184}","{'src': '192.168.56.40', 'dst': '20.44.85.237', 'offset': 1509936, 'time': 20.830376148223877, 'dport': 443, 'sport': 49691}",40.90.23.206,update.googleapis.com,"{'ip': '52.191.219.104', 'domain': 'settings-win.data.microsoft.com'}",N/A,N/A,N/A,N/A,C:\Users\ADMINI~1\AppData\Local\Temp\nst5D27.tmp\InstallOptions.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{2A00375E-224C-49DE-B8D1-440DF7EF3DDC}\FolderTypeID,N/A
15,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2149028, 'time': 35.337011098861694, 'dport': 53, 'sport': 55164}","{'src': '192.168.56.40', 'dst': '20.44.85.237', 'offset': 1573548, 'time': 21.66926598548889, 'dport': 443, 'sport': 49692}",52.177.166.224,ocsp.digicert.com,"{'ip': '40.90.137.125', 'domain': 'login.live.com'}",N/A,N/A,N/A,N/A,comctl32.dll,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{7C5A40EF-A0FB-4BFC-874A-C0F2E0B9FA8E}\Category,N/A
16,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2149376, 'time': 24.26472520828247, 'dport': 53, 'sport': 55536}","{'src': '192.168.56.40', 'dst': '200.41.11.126', 'offset': 1635470, 'time': 45.91225719451904, 'dport': 80, 'sport': 49720}",52.191.219.104,fe2.update.microsoft.com,"{'ip': '200.41.11.126', 'domain': 'download.windowsupdate.com'}",N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders\Favorites,N/A
17,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2149718, 'time': 27.640228033065796, 'dport': 53, 'sport': 58050}","{'src': '192.168.56.40', 'dst': '205.185.216.10', 'offset': 1667901, 'time': 102.95205020904541, 'dport': 80, 'sport': 49727}",65.52.108.90,login.live.com,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{190337d1-b8ca-4121-a639-6d472d16972a}\InfoTip,N/A
18,N/A,N/A,N/A,"{'src': '192.168.56.40', 'dst': '8.8.8.8', 'offset': 2149997, 'time': 34.38647699356079, 'dport': 53, 'sport': 58773}","{'src': '192.168.56.40', 'dst': '40.125.122.176', 'offset': 1733286, 'time': 35.346081018447876, 'dport': 443, 'sport': 49714}",8.8.8.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{9e3995ab-1f9c-4f13-b827-48b24b6c7174}\InitFolderHandler,N/A
